epoch,train_l1
1,0.014212298817001283
2,0.012110781678929925
3,0.011909830020740628
4,0.007799536734819412
5,0.005067892135120928
6,0.004095275448635221
7,0.0036698558158241214
8,0.0033034350746311246
9,0.003164208841044456
10,0.003017443660646677
11,0.0028538320900406687
12,0.0027011324279010295
13,0.002649220768362284
14,0.0025696051283739508
15,0.0024357579648494722
16,0.0023580476338975133
17,0.0022700476367026566
18,0.002230782615952194
19,0.0021604830375872553
20,0.002139147009002045
21,0.0021048460493329913
22,0.0020367291464935986
23,0.0019982241978868842
24,0.002001290477346629
25,0.0019721349189057947
26,0.0019093208375852554
27,0.0019188698194921017
28,0.0018714944110251963
29,0.0018234994844533504
30,0.0019899370963685215
31,0.0018587538413703442
32,0.001779014727799222
33,0.001795829824404791
34,0.0018202598963398486
35,0.0017738221329636871
36,0.001764240765478462
37,0.0018018016999121755
38,0.001694934357656166
39,0.0017069397523300721
40,0.0016925543325487524
41,0.0016938193701207637
42,0.0017146345204673708
43,0.0017648840806214138
44,0.001785720787011087
45,0.00185717165004462
46,0.0016628239501733334
47,0.0016899097117129714
48,0.0016652041772613302
49,0.001734381519490853
50,0.001690273503190838
